"anchor_id","anchor_hog","BDIS","n_multicopy_species","topology_metric","topology_signed_statistic","topology_exact_p","topology_screen_q","sister_topology_feature","sister_topology_direction","sister_topology_median","sister_topology_consistency","deployment_tissue","deployment_feature","deployment_direction","deployment_median","deployment_consistency","topology_discovery_signal","sister_topology_signal","deployment_signal","n_convergent_signals","discovery_rank"
"anchor_197","HOG:0006052","Bradi1g17450.v3.2",8,"matched_edge_mean_abs_log_threshold_distance",0.00101221812520852,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","mixed_or_tied",0.0346660518689504,0.5,"root","mean_activity","annual_higher",0.0315432126039306,1,TRUE,FALSE,TRUE,2,11
"anchor_196","HOG:0006523","Bradi2g08960.v3.2",0,"neighborhood_jaccard",0.0407826937201134,0.0285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0114684578326059,0.75,"root","mean_activity","perennial_higher",-0.0712483059446244,1,TRUE,FALSE,TRUE,2,12
"anchor_78","HOG:0028720","Bradi3g45140.v3.2",2,"neighborhood_jaccard",0.038940242020515,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.329069234688276,0.75,"root","mean_activity","annual_higher",0.0462093996528369,1,TRUE,FALSE,TRUE,2,13
"anchor_43","HOG:0006505","Bradi2g21120.v3.2",8,"module_edge_jaccard",0.0131251707739357,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.181009581740015,0.75,"root","mean_activity","annual_higher",0.0311157531183298,1,TRUE,FALSE,TRUE,2,14
"anchor_224","HOG:0020382","Bradi2g47940.v3.2",0,"module_edge_jaccard",0.0358109423731042,0.0571428571428571,0.962990654205607,"internal_edge_density","perennial_higher",-0.17865589694858,1,"root","early_to_late","perennial_higher",-0.0923640267818569,0.75,TRUE,TRUE,FALSE,2,15
"anchor_260","HOG:0012011","Bradi1g48257.v3.2",0,"matched_edge_mean_abs_log_threshold_distance",0.00171769217894088,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.151209928477134,0.75,"leaf","mean_activity","perennial_higher",-0.0799609522260439,1,TRUE,FALSE,TRUE,2,16
"anchor_266","HOG:0028440","Bradi2g45380.v3.2",0,"neighborhood_jaccard",0.0290710066745275,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.139921090936184,0.75,"leaf","mean_activity","perennial_higher",-0.122373869925457,1,TRUE,FALSE,TRUE,2,17
"anchor_42","HOG:0032893","Bradi1g59220.v3.2",8,"module_edge_jaccard",0.0113123457035316,0.0571428571428571,0.962990654205607,"internal_edge_density","perennial_higher",-0.0945071128055328,1,"leaf","early_to_late","perennial_higher",-0.0394818561951363,0.75,TRUE,TRUE,FALSE,2,18
"anchor_97","HOG:0011541","Bradi3g01297.v3.2",0,"matched_edge_correlation",0.0712464286192959,0.0571428571428571,0.962990654205607,"recurrent_coverage","annual_higher",0.0833333333333333,1,"root","early_to_late","annual_higher",0.487323662138682,0.75,TRUE,TRUE,FALSE,2,19
"anchor_76","HOG:0016566","Bradi4g36220.v3.2",0,"neighborhood_jaccard",0.0179645039965916,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.079037215193269,0.75,"root","mean_activity","annual_higher",0.0406791220533883,1,TRUE,FALSE,TRUE,2,20
"anchor_122","HOG:0012297","Bradi3g33240.v3.2",0,"matched_edge_correlation",0.0979976577157578,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.0696311519602919,0.75,"leaf","mean_activity","perennial_higher",-0.472404381772426,1,TRUE,FALSE,TRUE,2,21
"anchor_114","HOG:0027098","Bradi3g06597.v3.2",0,"matched_edge_mean_abs_log_threshold_distance",0.000756650049221657,0.0571428571428571,0.962990654205607,"recurrent_coverage","perennial_higher",-0.0643939393939394,0.75,"root","early_to_late","annual_higher",0.0794583032822234,1,TRUE,FALSE,TRUE,2,22
"anchor_207","HOG:0032903","Bradi3g59577.v3.2",0,"matched_edge_correlation",0.129828280841582,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","mixed_or_tied",-0.0630601760699429,0.5,"leaf","mean_activity","perennial_higher",-0.44413652507755,1,TRUE,FALSE,TRUE,2,23
"anchor_141","HOG:0026234","Bradi1g54390.v3.2",0,"matched_edge_mean_abs_log_threshold_distance",0.000574456387752102,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.0569931363324374,0.75,"root","mean_activity","annual_higher",0.048804184354734,1,TRUE,FALSE,TRUE,2,24
"anchor_235","HOG:0017160","Bradi4g35150.v3.2",0,"neighborhood_jaccard",0.0302879720325802,0.0571428571428571,0.962990654205607,"internal_edge_density","annual_higher",0.0399407455289809,0.75,"leaf","mean_activity","perennial_higher",-0.131401308420547,1,TRUE,FALSE,TRUE,2,25
"anchor_320","HOG:0005833","Bradi1g51670.v3.2",0,"matched_edge_correlation",0.130334975719058,0.0571428571428571,0.962990654205607,"recurrent_coverage","annual_higher",0.0111111111111111,0.5,"root","mean_activity","annual_higher",0.0493527538595068,1,TRUE,FALSE,TRUE,2,26
"anchor_116","HOG:0023564","Bradi1g65490.v3.2",1,"module_edge_jaccard",0.0237910564310951,0.0857142857142857,0.962990654205607,"internal_edge_density","perennial_higher",-0.0936578530252986,1,"root","mean_activity","perennial_higher",-0.0560147963455058,1,FALSE,TRUE,TRUE,2,27
"anchor_253","HOG:0006149","Bradi3g03720.v3.2",0,"module_edge_jaccard",0.0235433029619405,0.114285714285714,0.962990654205607,"internal_edge_density","perennial_higher",-0.0651357929933868,1,"leaf","mean_activity","perennial_higher",-0.0733096022365574,1,FALSE,TRUE,TRUE,2,28
"anchor_330","HOG:0025801","Bradi1g39436.v3.2",0,"module_edge_jaccard",0.044553923181358,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.120191667751508,1,"leaf","mean_activity","perennial_higher",-0.150156946790454,1,FALSE,TRUE,TRUE,2,29
"anchor_295","HOG:0031418","Bradi1g53880.v3.2",0,"module_edge_jaccard",0.0522184635727843,0.171428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.165504846486561,1,"leaf","mean_activity","perennial_higher",-0.0957065466951529,1,FALSE,TRUE,TRUE,2,30
"anchor_327","HOG:0026946","Bradi2g03170.v3.2",2,"module_edge_jaccard",0.0884623891444896,0.171428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.161238277015195,1,"leaf","mean_activity","perennial_higher",-0.158997788671462,1,FALSE,TRUE,TRUE,2,31
"anchor_104","HOG:0021825","Bradi4g08567.v3.2",0,"neighborhood_jaccard",0.0133452195115508,0.171428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.158254777217326,1,"leaf","mean_activity","perennial_higher",-0.288069519211665,1,FALSE,TRUE,TRUE,2,32
"anchor_68","HOG:0000537","Bradi2g46690.v3.2",0,"module_edge_jaccard",0.00656475394519551,0.2,0.962990654205607,"internal_edge_density","perennial_higher",-0.0886301128101546,1,"root","mean_activity","annual_higher",0.0189578185896533,1,FALSE,TRUE,TRUE,2,33
"anchor_316","HOG:0000079","Bradi2g21510.v3.2",0,"module_edge_jaccard",0.0174266442327572,0.257142857142857,0.962990654205607,"internal_edge_density","perennial_higher",-0.101354141985069,1,"leaf","early_to_late","perennial_higher",-0.204193411784468,1,FALSE,TRUE,TRUE,2,34
"anchor_164","HOG:0027054","Bradi2g51620.v3.2",1,"neighborhood_jaccard",0.00794764890555313,0.285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.15082445386018,1,"root","mean_activity","perennial_higher",-0.138259085778619,1,FALSE,TRUE,TRUE,2,35
"anchor_251","HOG:0011497","Bradi4g25680.v3.2",0,"neighborhood_jaccard",0.00531299783625344,0.285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0834278495463053,1,"leaf","early_to_late","perennial_higher",-0.0631127783079822,1,FALSE,TRUE,TRUE,2,36
"anchor_193","HOG:0027905","Bradi4g04400.v3.2",0,"module_edge_jaccard",0.00579438624820772,0.342857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.179565963185497,1,"leaf","mean_activity","perennial_higher",-0.308961138426196,1,FALSE,TRUE,TRUE,2,37
"anchor_279","HOG:0033476","Bradi0012s00100.v3.2",5,"neighborhood_jaccard",0.00491059288502291,0.4,0.962990654205607,"internal_edge_density","annual_higher",0.0846399692947007,1,"leaf","mean_activity","perennial_higher",-0.153158678557205,1,FALSE,TRUE,TRUE,2,38
"anchor_237","HOG:0026838","Bradi4g33310.v3.2",0,"matched_edge_correlation",0.0884747733561225,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.236155553226825,0.75,"root","early_to_late","annual_higher",0.39105904392959,0.75,TRUE,FALSE,FALSE,1,39
"anchor_175","HOG:0003782","Bradi2g54127.v3.2",0,"matched_edge_mean_abs_log_threshold_distance",0.000866179505700069,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.225916325566242,0.75,"root","early_to_late","annual_higher",0.19061843619489,0.75,TRUE,FALSE,FALSE,1,40
"anchor_52","HOG:0012253","Bradi1g15450.v3.2",0,"neighborhood_jaccard",0.0457216953918705,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.221784826088429,0.75,"root","early_to_late","annual_higher",0.0905544800261378,0.75,TRUE,FALSE,FALSE,1,41
"anchor_206","HOG:0007920","Bradi3g48080.v3.2",0,"module_edge_jaccard",0.0281020825753333,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","mixed_or_tied",0.193219627089855,0.5,"root","early_to_late","perennial_higher",-0.0629426057047321,0.75,TRUE,FALSE,FALSE,1,42
"anchor_127","HOG:0007713","Bradi2g48010.v3.2",0,"matched_edge_mean_abs_log_threshold_distance",0.000576551603540226,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.161087645269119,0.75,"leaf","mean_activity","annual_higher",0.0494579510878581,0.75,TRUE,FALSE,FALSE,1,43
"anchor_179","HOG:0031227","Bradi1g72640.v3.2",0,"module_edge_jaccard",0.0405930758404248,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.146178799437847,0.75,"root","mean_activity","annual_higher",0.109653313334561,0.75,TRUE,FALSE,FALSE,1,44
"anchor_287","HOG:0028018","Bradi4g20700.v3.2",0,"matched_edge_correlation",0.11739860975189,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.0978461886579965,0.75,"leaf","early_to_late","perennial_higher",-0.107694499063049,0.75,TRUE,FALSE,FALSE,1,45
"anchor_234","HOG:0024574","Bradi3g13000.v3.2",0,"matched_edge_correlation",0.0887352846469488,0.0285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0853539175940067,0.75,"leaf","early_to_late","perennial_higher",-0.142580624390977,0.75,TRUE,FALSE,FALSE,1,46
"anchor_267","HOG:0026549","Bradi1g32330.v3.2",5,"module_edge_jaccard",0.152923652439835,0.0285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0812544473070789,0.75,"root","early_to_late","annual_higher",0.0578729768263503,0.75,TRUE,FALSE,FALSE,1,47
"anchor_56","HOG:0004085","Bradi2g34580.v3.2",0,"neighborhood_jaccard",0.0164491885500115,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.0684631415478952,0.75,"root","early_to_late","annual_higher",0.062829102491632,0.75,TRUE,FALSE,FALSE,1,48
"anchor_46","HOG:0021895","Bradi3g36920.v3.2",0,"module_edge_jaccard",0.0161020926461571,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.0596159540284015,0.75,"leaf","mean_activity","annual_higher",0.0967112206277762,0.75,TRUE,FALSE,FALSE,1,49
"anchor_120","HOG:0027421","Bradi2g59247.v3.2",0,"module_edge_jaccard",0.0402601355407494,0.0285714285714286,0.962990654205607,"internal_edge_density","annual_higher",0.0538578317134799,0.75,"root","early_to_late","annual_higher",0.620968875176323,0.75,TRUE,FALSE,FALSE,1,50
"anchor_121","HOG:0030887","Bradi4g41270.v3.2",0,"matched_edge_correlation",0.0471652440386103,0.0285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0515440173502677,0.75,"leaf","early_to_late","perennial_higher",-0.176623951382642,0.75,TRUE,FALSE,FALSE,1,51
"anchor_156","HOG:0026499","Bradi4g05110.v3.2",0,"neighborhood_jaccard",0.0237956060979319,0.0285714285714286,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.0461792491446524,0.75,"leaf","early_to_late","perennial_higher",-0.209418106063637,0.75,TRUE,FALSE,FALSE,1,52
"anchor_98","HOG:0018100","Bradi2g13660.v3.2",0,"matched_edge_correlation",0.0410066961109177,0.0285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0455163748068673,0.75,"root","early_to_late","annual_higher",0.0966005897562082,0.75,TRUE,FALSE,FALSE,1,53
"anchor_38","HOG:0011023","Bradi3g36930.v3.2",0,"module_edge_jaccard",0.0134957888456336,0.0285714285714286,0.962990654205607,"internal_edge_density","perennial_higher",-0.0213393626013836,0.75,"root","mean_activity","annual_higher",0.0384568873512477,0.75,TRUE,FALSE,FALSE,1,54
"anchor_170","HOG:0025923","Bradi1g48264.v3.2",0,"module_edge_jaccard",0.0413926658829897,0.0285714285714286,0.962990654205607,"internal_edge_density","annual_higher",0.00214144445202211,0.75,"root","early_to_late","annual_higher",0.444131827321193,0.75,TRUE,FALSE,FALSE,1,55
"anchor_278","HOG:0024629","Bradi1g09710.v3.2",1,"matched_edge_mean_abs_log_threshold_distance",0.00157620783856446,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.250247196477641,0.75,"root","mean_activity","mixed_or_tied",0.0209864359422256,0.5,TRUE,FALSE,FALSE,1,56
"anchor_03","HOG:0011532","Bradi4g01430.v3.2",0,"module_edge_jaccard",0.00731470784936206,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.195215992519989,0.75,"root","early_to_late","annual_higher",0.0958487585094152,0.75,TRUE,FALSE,FALSE,1,57
"anchor_36","HOG:0018221","Bradi1g56580.v3.2",0,"neighborhood_jaccard",0.0204272292587504,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.130838164756138,0.75,"root","early_to_late","annual_higher",0.0702329211584591,0.75,TRUE,FALSE,FALSE,1,58
"anchor_35","HOG:0012402","Bradi5g16980.v3.2",0,"module_edge_jaccard",0.00745729423126074,0.0571428571428571,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.0639380475776775,0.75,"root","early_to_late","annual_higher",0.0738026794998701,0.75,TRUE,FALSE,FALSE,1,59
"anchor_124","HOG:0008697","Bradi1g76520.v3.2",0,"module_edge_jaccard",0.0169627700216737,0.0571428571428571,0.962990654205607,"internal_edge_density","perennial_higher",-0.0534291899807641,0.75,"leaf","early_to_late","perennial_higher",-0.172785904250103,0.75,TRUE,FALSE,FALSE,1,60
"anchor_85","HOG:0032061","Bradi1g68180.v3.2",1,"neighborhood_jaccard",0.0149891250139643,0.0571428571428571,0.962990654205607,"recurrent_coverage","annual_higher",0.0142857142857143,0.5,"leaf","early_to_late","perennial_higher",-0.188899255384942,0.75,TRUE,FALSE,FALSE,1,61
"anchor_90","HOG:0032320","Bradi3g42340.v3.2",8,"matched_edge_mean_abs_log_threshold_distance",0.000330012515002304,0.0857142857142857,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.190079462879828,0.75,"leaf","mean_activity","annual_higher",0.06059480144463,1,FALSE,FALSE,TRUE,1,62
"anchor_302","HOG:0011628","Bradi3g41480.v3.2",6,"neighborhood_jaccard",0.0241832492249618,0.0857142857142857,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.130996550054297,0.75,"leaf","early_to_late","perennial_higher",-0.109657797255298,1,FALSE,FALSE,TRUE,1,63
"anchor_128","HOG:0024976","Bradi1g02510.v3.2",8,"module_edge_jaccard",0.0190780122689775,0.0857142857142857,0.962990654205607,"internal_edge_density","perennial_higher",-0.0711987185091604,1,"leaf","mean_activity","perennial_higher",-0.115889482406214,0.75,FALSE,TRUE,FALSE,1,64
"anchor_94","HOG:0008605","Bradi1g67140.v3.2",0,"neighborhood_jaccard",0.0247148602150589,0.0857142857142857,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.0699444170127796,0.75,"leaf","mean_activity","perennial_higher",-0.0591179908211333,1,FALSE,FALSE,TRUE,1,65
"anchor_162","HOG:0005857","Bradi3g15410.v3.2",0,"matched_edge_correlation",0.0639366086533088,0.0857142857142857,0.962990654205607,"internal_edge_density","annual_higher",0.0658493349030433,0.75,"leaf","mean_activity","perennial_higher",-0.380558430697544,1,FALSE,FALSE,TRUE,1,66
"anchor_106","HOG:0012511","Bradi1g54510.v3.2",0,"matched_edge_correlation",0.0155596334305228,0.0857142857142857,0.962990654205607,"internal_edge_density","perennial_higher",-0.0487338712370405,1,"leaf","early_to_late","perennial_higher",-0.195423186352097,0.75,FALSE,TRUE,FALSE,1,67
"anchor_192","HOG:0010481","Bradi2g41720.v3.2",0,"matched_edge_correlation",0.053095470741484,0.0857142857142857,0.962990654205607,"recurrent_coverage","annual_higher",0.0462962962962963,0.75,"leaf","mean_activity","perennial_higher",-0.606706203061679,1,FALSE,FALSE,TRUE,1,68
"anchor_161","HOG:0025959","Bradi3g03330.v3.2",4,"matched_edge_correlation",0.0568834065762545,0.0857142857142857,0.962990654205607,"recurrent_coverage","annual_higher",0.0446428571428572,0.75,"leaf","mean_activity","perennial_higher",-0.499379616994062,1,FALSE,FALSE,TRUE,1,69
"anchor_268","HOG:0004116","Bradi1g37760.v3.2",2,"module_edge_jaccard",0.0313697024008397,0.0857142857142857,0.962990654205607,"internal_edge_density","perennial_higher",-0.0325144338399905,1,"leaf","early_to_late","perennial_higher",-0.219516122411639,0.75,FALSE,TRUE,FALSE,1,70
"anchor_304","HOG:0027032","Bradi2g00980.v3.2",1,"matched_edge_mean_abs_log_threshold_distance",0.0016724887598496,0.0857142857142857,0.962990654205607,"internal_edge_density","perennial_higher",-0.0309094236605713,1,"leaf","mean_activity","perennial_higher",-0.152448992253366,0.75,FALSE,TRUE,FALSE,1,71
"anchor_324","HOG:0023427","Bradi3g07910.v3.2",0,"module_edge_jaccard",0.0363255881089517,0.0857142857142857,0.962990654205607,"internal_edge_density","annual_higher",0.0244650958360635,0.75,"leaf","mean_activity","perennial_higher",-0.0836707091680328,1,FALSE,FALSE,TRUE,1,72
"anchor_226","HOG:0025149","Bradi1g26940.v3.2",0,"neighborhood_jaccard",0.0214708112741365,0.0857142857142857,0.962990654205607,"internal_edge_density","annual_higher",0.00614943016984781,0.75,"leaf","mean_activity","perennial_higher",-0.433690623878699,1,FALSE,FALSE,TRUE,1,73
"anchor_67","HOG:0031129","Bradi3g42820.v3.2",1,"neighborhood_jaccard",0.0291432596561185,0.114285714285714,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.252369959671133,0.75,"leaf","mean_activity","annual_higher",0.0488583566642178,1,FALSE,FALSE,TRUE,1,74
"anchor_26","HOG:0020311","Bradi3g53907.v3.2",0,"neighborhood_jaccard",0.0173466466017409,0.114285714285714,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.216712854530044,0.75,"root","mean_activity","annual_higher",0.0281825820122058,1,FALSE,FALSE,TRUE,1,75
"anchor_200","HOG:0005639","Bradi4g28160.v3.2",0,"module_edge_jaccard",0.0589851605156835,0.114285714285714,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.143629969145996,1,"root","early_to_late","annual_higher",0.11416164526759,0.75,FALSE,TRUE,FALSE,1,76
"anchor_190","HOG:0032397","Bradi1g52260.v3.2",0,"neighborhood_jaccard",0.0174005793595834,0.114285714285714,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.105137565403612,0.75,"leaf","early_to_late","perennial_higher",-0.0855324061919693,1,FALSE,FALSE,TRUE,1,77
"anchor_49","HOG:0020408","Bradi3g19310.v3.2",0,"neighborhood_jaccard",0.0145036371348138,0.114285714285714,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.0827302331648201,1,"root","early_to_late","annual_higher",0.0680704131553238,0.75,FALSE,TRUE,FALSE,1,78
"anchor_211","HOG:0027975","Bradi2g24430.v3.2",1,"module_edge_jaccard",0.0213319802618234,0.114285714285714,0.962990654205607,"internal_edge_density","perennial_higher",-0.0671754394931873,1,"root","early_to_late","perennial_higher",-0.0641460119556421,0.75,FALSE,TRUE,FALSE,1,79
"anchor_277","HOG:0007857","Bradi2g18010.v3.2",0,"module_edge_jaccard",0.0303179407136228,0.114285714285714,0.962990654205607,"internal_edge_density","perennial_higher",-0.0564009394738844,0.75,"root","mean_activity","annual_higher",0.107096141944815,1,FALSE,FALSE,TRUE,1,80
"anchor_74","HOG:0010710","Bradi2g30567.v3.2",0,"module_edge_jaccard",0.0157127131728312,0.114285714285714,0.962990654205607,"internal_edge_density","perennial_higher",-0.0529643159702523,1,"leaf","mean_activity","annual_higher",0.027343108027159,0.75,FALSE,TRUE,FALSE,1,81
"anchor_227","HOG:0032920","Bradi3g02170.v3.2",0,"module_edge_jaccard",0.0250051387855663,0.114285714285714,0.962990654205607,"internal_edge_density","perennial_higher",-0.0479974893138104,0.75,"root","mean_activity","annual_higher",0.0665908520987541,1,FALSE,FALSE,TRUE,1,82
"anchor_269","HOG:0016116","Bradi1g58340.v3.2",1,"matched_edge_mean_abs_log_threshold_distance",0.000970112657326213,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.299432486044256,1,"leaf","mean_activity","perennial_higher",-0.126085650231885,0.75,FALSE,TRUE,FALSE,1,83
"anchor_257","HOG:0011942","Bradi5g24550.v3.2",8,"module_edge_jaccard",0.029971626513885,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.282769082249149,0.75,"root","mean_activity","annual_higher",0.026172934468601,1,FALSE,FALSE,TRUE,1,84
"anchor_335","HOG:0027282","Bradi5g13070.v3.2",0,"module_edge_jaccard",0.0576359030190331,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","mixed_or_tied",0.187261739161562,0.5,"leaf","mean_activity","perennial_higher",-0.220156072224621,1,FALSE,FALSE,TRUE,1,85
"anchor_272","HOG:0027413","Bradi3g52930.v3.2",0,"matched_edge_mean_abs_log_threshold_distance",0.00107733143896209,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.144990638637087,1,"leaf","mean_activity","perennial_higher",-0.10956897098259,0.75,FALSE,TRUE,FALSE,1,86
"anchor_138","HOG:0025231","Bradi3g06750.v3.2",0,"neighborhood_jaccard",0.019506844366592,0.142857142857143,0.962990654205607,"internal_edge_density","perennial_higher",-0.138397803586306,0.75,"leaf","mean_activity","annual_higher",0.145576073926674,1,FALSE,FALSE,TRUE,1,87
"anchor_293","HOG:0027601","Bradi1g00552.v3.2",8,"matched_edge_mean_abs_log_threshold_distance",0.0011549057886158,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.124985673042144,1,"root","early_to_late","perennial_higher",-0.112593636912058,0.75,FALSE,TRUE,FALSE,1,88
"anchor_31","HOG:0011086","Bradi1g39167.v3.2",8,"neighborhood_jaccard",0.0138829896623238,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","perennial_higher",-0.124762206618194,0.75,"root","mean_activity","annual_higher",0.0239184356860841,1,FALSE,FALSE,TRUE,1,89
"anchor_256","HOG:0006332","Bradi1g18770.v3.2",0,"matched_edge_correlation",0.0467978055012624,0.142857142857143,0.962990654205607,"anchor_module_mean_strength_ratio","annual_higher",0.120442572940645,0.75,"leaf","mean_activity","perennial_higher",-0.366648706602489,1,FALSE,FALSE,TRUE,1,90
"anchor_238","HOG:0031127","Bradi1g01560.v3.2",1,"module_edge_jaccard",0.025195239517981,0.142857142857143,0.962990654205607,"internal_edge_density","perennial_higher",-0.0902235124558174,1,"root","early_to_late","perennial_higher",-0.0250020528941222,0.75,FALSE,TRUE,FALSE,1,91
