Genes	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
GeneB_014	2.12327170491154	-1.12507012884556	0.637611080301055	0.233473062430113	-0.954582511339253	0.91647327191642	-0.243166477487433	-0.741973869535827	0.773256451290195	0.420628980919431
GeneB_015	1.13078479452828	1.30336475581967	-1.3764569299089	-0.376346670161052	0.908086441860496	-2.20648459320962	0.421197439614804	-1.03349700607288	0.179658070871844	1.93450456245773
GeneB_016	1.56510733633925	1.38282519009895	-1.61309177224364	-0.326027003959593	0.985361374320874	-1.93287038297453	0.374135724848344	-1.643509718607	-0.210241676051728	1.67732936447902
GeneB_017	-0.654615277878206	-0.606989235119036	-0.800935486737338	-0.0996067564484702	0.179003966540422	-0.0685730672102366	0.880179901191522	1.20066816089193	0.502946257689095	0.719665756019785
GeneB_018	0.953960978479396	-0.292245065656577	-2.19278568567007	-0.654289878607095	0.348028187729177	0.76130590156527	-0.194863606775901	-0.163405914765736	0.968899153478499	0.560093385755184
GeneB_019	0.352951465489323	-1.2896833433236	-0.290937149267675	0.971164374061271	-1.05427902127444	-1.17990419995829	1.18805498210378	1.28247586312264	-0.875737125773327	-0.018086931659967
GeneB_020	0.206599292649613	0.694105848774699	0.167174121160518	0.0134963115683865	-0.104744288110701	3.21119895676729	-0.509764511767954	2.72719638791127	-2.13602453869801	-3.37173908255051
GeneB_021	1.00111323431025	-0.599181902897119	0.294692356485688	-0.916534667021545	-0.228342617094529	-2.55382485095083	0.219548010873294	0.941924217330924	-1.52282758158501	0.760703244759755
GeneB_022	0.747451991640276	1.25690664397164	0.392741265420726	1.70968856126164	0.675355562427539	-0.235933949334065	0.370294421364558	-0.248614037279559	-1.11311820788607	-0.39122685224321
GeneB_023	-0.626574836723139	0.053508013627363	-1.00084371300082	-1.16810098994666	-1.23324469350631	-0.259562643261435	0.279108393730607	0.0964788597064851	1.2409838955359	1.00990122381185
GeneB_024	0.395223685936714	0.728092517671852	-0.325727119823434	-1.78103626015252	-1.19996154442278	-0.663366916619193	0.201942437313324	-0.433930941301739	0.00348193506299025	-0.626973147073749
GeneB_025	-0.892167954045577	1.56109806821061	-1.00834880542884	-2.25313244856822	0.765866576616108	-0.318990710826149	-0.0129965424313442	2.17866786745157	-1.23779458599307	-1.63457736950186
GeneB_026	0.630818410091773	0.26562475359719	-0.635431482033766	0.6511259695467	-0.588097861282977	0.742395157572315	-0.09086500607749	-2.95877961913012	0.555699118898025	1.24524265203048
GeneB_027	-0.432705183284567	1.07672625920727	-1.20984068798734	-0.532832625602767	-0.660295829975576	-0.874292675785773	1.36503136531884	0.0808882391991137	-2.1831493493599	0.181377446555404
GeneB_028	0.452138644218517	0.210697931679245	-1.11646380065269	-0.275559356972283	0.113013522197344	-2.08281376630328	0.908130568883166	0.110137804617221	-0.247024457097248	3.4953042639856
GeneB_029	0.367999045196345	-1.51167352582237	0.629881162575935	0.289626972629046	-0.320398799686039	0.0937679028102175	-0.609888171401906	0.213448326312653	1.11285692758645	0.915591913326913
GeneB_030	-0.270387489661909	0.022402259913625	-0.272521570178626	-0.466484061790764	1.86638149693879	-0.00181981200279561	1.39643722121945	-1.55781961263232	-0.341673237009086	1.04850651742624
GeneB_031	0.465512617712979	0.718136206042103	-0.258841168378671	-1.60806017494469	0.259531455767799	-0.013100652371574	0.144798373308446	0.216211546257758	1.30543834214107	0.763824936934856
GeneB_032	0.574356225626969	0.48945701784227	1.72955817989149	-1.94978379604199	0.16156007091807	0.667968074558104	-0.640606771595302	0.18766381702644	1.79532387144079	-0.603387376859399
GeneB_033	-0.230699990157411	-0.17388834587827	-0.0583921654073717	-0.340699918230981	0.931074909335354	-0.0131677029521626	0.169802259558534	1.2586221252136	-1.16783522747345	-0.370429662702776
GeneB_034	1.17224250830245	-1.2176994886684	-0.537063784608919	0.17472552733132	-0.0599467492596211	0.776047030476303	-0.157187487420844	0.523517780908964	-1.15228762498202	1.05982593833365
GeneB_035	1.39270270673312	0.646398368709462	0.74728669616574	-2.27777756077723	0.0487397000774502	-2.01073533263526	0.100939594546104	1.11545427747996	-0.914455469345649	1.05511052983939
GeneB_036	-0.661991255709585	-0.91645602834789	-0.487257835389733	0.290524480947084	-1.07287540073396	-1.1281804949718	-0.97339415414828	-0.95750224217047	0.528728032533629	0.582972161120319
GeneB_037	-0.777369206725014	-1.25182344242557	1.3729077814795	0.422306357473614	-2.29297143048067	0.34879957158572	-0.819825275253199	-0.124405579855432	0.835078927048582	-0.986567435539539
GeneB_038	0.51353857890878	0.594927718405501	-0.377672360646221	1.29473736320671	-1.20720685006434	-0.352898482096924	1.36291896902543	0.191737829049968	1.20913697409153	1.68462181174398
GeneB_039	-0.913312238041272	-1.23281066518983	-0.616152614118394	0.164714018573954	0.114109429797191	0.944774597917623	0.961370930531278	0.272217250603347	1.29947254536082	-1.36684104568263
GeneB_040	-0.449423805250301	0.244364414906138	-1.16812505107469	0.204953840800235	-1.03329707910538	-1.00471985252646	-0.883724474401114	-0.693814463673255	1.07573230420989	-0.433214348611114
