Genes	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
GeneA_011	1.30486965422349	-0.367234642740975	-0.0250925508674029	-0.175525870242127	-1.20122205073999	0.872755411671398	-0.0709621812499963	-0.848815696948922	-0.702439473312409	0.814365914679913
GeneA_012	0.836489918376373	-0.269803444562566	-0.0721296459530743	0.0878092879781781	-0.976172078185794	0.963071432824248	0.376881153918797	-1.30646383699983	-0.429224205766603	0.340506306322651
GeneA_013	-1.38886070111234	0.581823727365507	-0.485435235846668	0.163206882467382	0.107774744885547	0.383846665027094	-1.03435936093915	-0.484290571117173	-1.66315703066738	0.30098005515257
GeneA_014	-1.21254582397676	0.608716416165724	-0.195256738761716	0.186850588341829	-0.36283520606028	-0.218500290177733	-0.872067303667524	-0.506303550549701	-1.8344625487348	0.207659517196478
GeneA_015	-0.133321336393658	-0.727292059474465	-1.66109907991481	0.590013547987339	0.495619641604594	-0.0539967368261657	0.586807720012995	-0.153357890661644	-0.777351759181508	-1.00632250180328
GeneA_016	-0.334745856524067	-0.774494195098759	-1.94049060121477	-0.00488929585370079	0.42973970032978	0.259586024012553	1.1500065899029	-0.152576031874494	-0.801552739594258	-0.717427817431324
GeneA_017	-0.284252921416072	0.335848119752074	-0.5126502578778	-0.992692511109493	-0.13208803695591	0.813195037411605	-0.78488780950532	1.89220204160011	-2.18883459914707	1.30912436085341
GeneA_018	-0.268181616452117	0.205378597079063	-1.03383943448049	-1.37180119104422	-0.0101954833351279	0.375298847077678	-0.470350598458911	1.48827287976505	-2.24690576658112	1.30842357371931
GeneA_019	-2.44046692857552	0.920728568290646	-1.36211623118972	0.0848980586784873	-0.217030210092104	-2.6999298085637	-1.23671423510935	-0.41482430070778	-0.631922936254832	-2.13836832761242
GeneA_020	-2.44431584873568	0.966312764885966	-1.18256289176939	0.0470343274890036	-0.291590879846136	-2.65183159009232	-1.36680681758853	0.0463994250223005	-1.28299690923965	-1.83026694182499
GeneA_021	-0.306638594078475	-1.04311893856785	-1.49362506731629	-0.229778138946266	0.385667890443402	0.573751697483578	-0.484595416218709	1.62844226581541	0.795955949415082	-0.00905647529298544
GeneA_022	-1.78130843398	-0.0901863866107067	-1.4704357414368	0.836619068460613	-0.351512873529092	0.0458035797250989	0.189128811680665	0.0885218957136163	-1.4535295651328	-1.45813348724477
GeneA_023	-0.171917355759621	0.623518161999544	0.124702386197007	-1.74505586133669	-0.521796093356269	0.157412540175875	0.0510063315749732	1.23915070840056	0.0983954210058388	0.694529646494869
GeneA_024	1.2146746991726	-0.953523357772344	-0.996639134884037	1.68945892131337	-1.06813120068717	0.431565372868771	-0.000240668886441977	-1.64455553575371	-0.593770984233154	-2.46133547518649
GeneA_025	1.89519346126497	-0.542828814573857	-0.0018226143047082	0.864777978518578	0.428365903266692	-0.396549736050212	1.80938204244287	1.44635652537848	0.888281168634515	0.143289764040456
GeneA_026	-0.4304691316062	0.580996497681682	-0.428258881425815	-0.150775988885748	-0.174018234426995	1.30997822575155	-0.825327957109945	-0.690560171665183	0.0530704154986665	-0.391222119127056
GeneA_027	-0.25726938276893	0.768178737834591	-0.613671606449495	-1.44900713013917	0.515667728648029	0.470393399873943	1.14547045222799	-0.276431085453852	-0.557023625844656	-0.491164085614075
GeneA_028	-1.76316308519478	0.463767588540167	-2.02467784541911	0.643008700041982	-0.234365277305921	-1.2426702705746	0.0315731875532431	-1.10941875989944	0.43839703617272	-0.283647452452051
GeneA_029	0.460097354831271	-0.88577629740968	-1.22474795035999	0.483193863814768	-0.658503425821771	1.38157545638553	-0.83520580530672	0.133869316429452	0.152608158642419	0.314794804707843
GeneA_030	-0.639994875960119	-1.09978089864786	0.179516441117938	-0.00635562642138871	1.25023660407872	1.20445893700982	-0.0687636490165125	1.78533905173155	-0.164617581749564	0.396326577938989
GeneA_031	0.455450123241219	1.51270700980493	0.567620594423535	0.151455892862424	-0.271763715111397	0.824073963681881	0.746771687012467	2.42216335525159	2.01989062147597	-0.22560371103596
GeneA_032	0.704837337228819	0.257921437532031	-0.492877353553475	-0.584108970349804	0.947951995875196	-1.66262940218559	-0.425518734394604	-1.07682890211841	-0.529385886317261	-1.92495043034056
GeneA_033	1.03510352196992	0.0884402291595864	6.28840653511241e-05	0.368806732630242	-1.20158243010894	-0.569306343605481	-0.772082235193457	0.485941110403099	-0.470786972984042	-1.43922929832198
GeneA_034	-0.608926375407211	-0.120896537539089	1.12288964337997	0.294654339719516	-0.466116096375502	0.635513817289526	0.152764106747895	1.38852173874429	-1.54593692401752	-1.4696577739724
GeneA_035	0.50495512329797	-1.19432889516053	1.43985574297619	-0.279259373342575	-0.26935139515318	0.0437220075778579	0.988596845178799	-0.195656817284544	-0.0405267232951771	0.761863446891932
GeneA_036	-1.71700867907334	0.611996898040387	-1.09711376840582	-1.33623665489315	-0.390965408130861	0.348012303661307	-0.073458334672174	-0.218174797706211	0.890356305470676	-0.24361498187128
GeneA_037	-0.784459008379496	-0.217139845746521	-0.117319560250177	0.700748818440034	1.34870701199171	2.45959354887041	-1.38702655355974	-0.304777954546445	-2.07138785092921	0.269676607418008
GeneA_038	-0.850907594176518	-0.182756706331922	1.2014984009197	0.554196622274033	-0.0227647012984126	-0.81838032439967	-1.30667590437536	0.597832724111443	-0.250065120073019	-1.55892752095582
GeneA_039	-2.41420764994663	0.93334632857116	-0.469729580566301	-0.836306592801415	0.24422585110345	-2.11320011492914	-0.768395325077939	1.39742941081576	-1.18165042665332	-0.535588006696314
GeneA_040	0.0361226068922556	0.821773110508249	-0.0524694849389963	-1.59458816200624	-0.942371707863923	0.273695272430415	-0.527108125374458	0.687619761239963	1.44193726501691	0.562451973173495
GeneA_041	0.205998600200254	1.39211637593427	-0.0861072982370896	0.204958580587634	-0.729217276509574	-0.687596841243412	-0.0214270650416246	0.320188014296969	1.35789553887886	-0.178326123419918
GeneA_042	-0.361057298548666	-0.476173923054674	-0.887679017906432	-0.34508797797289	0.998068908554848	0.446041052961866	0.670498070996282	-0.301869925777261	0.33450284734065	-0.115135986202651
GeneA_043	0.758163235699517	0.650348560726305	-0.444684004884738	0.252611703364455	1.25848166459556	-0.812384723790597	-0.434617038572407	0.498348685557949	1.42933808040023	-0.0720614721063666
GeneA_044	-0.726704827076575	1.39111045639	-0.0294448790882381	-1.29400246548455	1.2488636888101	2.21205548033514	-1.11387978331285	-0.549536917916756	-0.867317850878684	1.2109098069263
GeneA_045	-1.36828104441929	-1.1107888794479	-0.413868849057924	-0.959170444380363	-1.38063704952533	-0.12370597157743	0.6071059948785	-0.279256503637243	0.950651724971886	-0.614896900799703
GeneA_046	0.432818025888717	-0.860792586877842	1.1133860233682	1.0857748536799	2.04996069363639	-0.477335506030052	0.275456968739591	1.09651344311173	-0.585011508633235	0.676126458314701
GeneA_047	-0.811393176186672	-1.13173868085377	-0.480992841653982	0.403774904715714	1.01687282979954	-0.166261491486608	1.15734706941474	0.442013088178811	0.320957522525629	0.898599605537552
GeneA_048	1.44410126172125	-1.4592139995024	-0.433169032600729	0.586487536719298	-0.0267174641382579	0.862563383626431	-1.68248085947826	0.241016294026112	-0.299396016664908	-1.18931790352102
GeneA_049	-0.431446202613345	0.0799825532411612	0.696862576552103	1.81522844615395	0.703607778798261	0.0973404852028189	0.0873190888948744	-0.255607655355518	-0.278543083293069	0.121258849819009
GeneA_050	0.655647883402207	0.65320433964919	-1.05636841317091	0.128821428602383	-0.971385229151864	-1.62561673921129	1.35336189394267	0.931032901484882	0.546115158329532	-0.0112216861304115
